OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00067937,E01013458,504,4,5,3,2,3,6,5,6,5,6,5,6,4,6,5,4,6,7,5,4,3,6,4,6,3,3,8,7,1,9,4,6,6,10,5,4,2,4,3,9,5,7,7,7,13,6,8,3,5,3,5,8,2,5,3,8,0,1,4,7,2,2,6,3,8,3,6,4,10,2,10,6,4,6,1,9,8,3,4,6,7,4,13,7,8,5,2,8,7,9,24
E00067925,E01013459,384,6,6,4,4,11,7,11,10,9,12,9,8,10,9,11,7,4,5,4,8,3,3,6,5,5,1,2,2,4,6,9,3,9,2,6,6,5,5,7,2,6,5,7,7,10,7,3,5,6,5,8,2,3,1,2,3,3,0,6,4,1,2,2,3,3,0,2,1,0,0,2,4,0,1,3,1,1,0,2,0,3,2,2,0,3,2,1,0,0,0,4
E00067936,E01013459,475,2,8,9,2,11,6,6,8,8,6,7,14,10,7,8,12,8,12,15,6,9,1,4,5,7,3,2,2,8,3,4,10,3,11,8,9,7,5,4,7,5,13,5,7,11,7,5,4,5,5,1,5,1,5,1,2,6,5,7,6,6,6,6,5,7,5,4,5,3,3,5,3,1,4,2,1,2,1,0,2,2,1,2,2,2,0,3,0,2,0,7
E00067938,E01013459,416,6,9,3,3,5,4,5,6,8,9,8,3,8,12,4,8,7,6,9,6,5,4,5,6,4,7,4,3,4,7,4,3,3,6,5,5,4,7,5,5,8,3,6,10,4,6,6,5,5,9,5,11,9,3,3,5,4,10,5,11,2,5,4,3,1,4,1,7,3,0,0,3,4,6,1,1,2,3,3,1,1,1,2,1,0,0,0,1,0,0,3
E00067939,E01013459,478,6,6,11,6,6,6,10,13,9,6,8,10,6,8,13,5,6,11,10,16,3,9,6,13,6,3,4,2,4,7,5,5,4,6,12,4,8,6,7,10,7,4,4,4,9,7,7,7,2,11,7,3,5,6,7,4,1,4,7,2,1,2,4,3,3,3,3,3,0,2,1,0,2,5,2,4,4,7,1,6,2,2,0,1,3,1,0,0,0,1,8
E00067940,E01013459,338,5,5,6,6,5,7,8,8,4,9,7,8,6,4,7,4,5,7,4,4,3,8,4,4,6,6,7,4,3,5,5,5,3,5,6,4,4,5,3,4,5,3,5,1,1,5,5,2,4,3,4,5,5,2,5,1,4,1,2,4,3,3,1,2,1,2,1,0,3,5,3,3,0,2,2,2,6,2,4,2,2,2,1,2,0,0,1,0,1,1,1
E00067918,E01013460,361,3,4,4,8,2,7,2,3,1,4,2,2,2,2,1,1,2,2,3,6,12,15,34,20,17,13,11,8,8,11,10,13,7,6,6,5,8,7,3,3,4,4,5,2,6,5,3,1,2,4,1,3,0,2,3,1,2,2,5,2,0,1,1,0,2,1,0,1,2,0,0,1,3,0,1,0,0,0,0,0,1,2,1,1,2,0,1,1,1,2,1
E00067919,E01013460,311,6,5,6,4,2,4,6,2,1,4,4,1,1,0,2,4,2,4,1,6,12,17,12,15,11,23,9,10,8,10,6,7,4,0,6,4,4,3,6,2,3,3,4,6,5,7,1,3,2,2,1,7,3,4,2,2,4,0,2,2,2,1,0,0,0,0,0,1,0,0,3,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E00067926,E01013460,186,2,1,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,1,2,0,9,2,8,12,17,7,8,7,10,10,12,8,8,3,5,7,4,2,1,3,4,1,4,0,2,2,1,1,1,3,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
E00067927,E01013460,557,1,2,3,0,1,2,3,3,0,3,1,2,0,0,1,1,1,2,21,111,78,19,29,30,36,26,8,11,15,5,12,4,6,5,8,5,8,7,3,4,6,0,4,6,4,3,7,6,2,4,2,1,3,1,3,1,1,3,3,2,2,0,1,1,4,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1
