OA11CD,LSOA11CD,All Ages,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E00041411,E01008168,138,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,0,4,3,3,4,3,3,5,3,6,1,1,2,1,2,1,1,2,2,0,0,1,2,0,3,2,1,1,3,1,2,4,1,1,2,1,1,2,2,0,0,1,5,2,2,2,0,2,4,3,3,2,0,1,1,2,1,4,1,1,3,1,1,1,0,0,2,2
E00041413,E01008168,199,0,0,1,3,1,2,5,3,2,0,1,0,1,3,4,2,0,0,1,1,8,0,0,7,1,0,5,6,4,3,2,1,4,3,5,4,8,3,2,3,3,2,1,1,7,2,2,0,0,2,2,3,4,2,2,2,5,1,4,3,6,3,2,2,3,0,3,3,2,0,3,2,1,2,2,0,3,1,1,1,2,1,0,0,4,3,1,0,0,0,1
E00041414,E01008168,228,2,7,4,8,4,4,4,7,2,6,1,3,0,0,4,0,1,3,0,0,4,1,3,5,4,1,11,8,12,5,10,2,3,6,0,5,1,3,4,5,5,0,3,3,1,3,1,3,4,2,0,2,2,4,2,2,3,3,3,2,2,2,2,0,1,3,0,4,1,0,1,0,1,0,0,0,3,0,2,0,0,0,1,2,0,0,1,0,0,1,0
E00166192,E01008168,201,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,11,23,19,20,10,15,10,11,7,10,6,3,3,3,3,4,0,2,1,2,0,0,2,1,1,2,0,0,1,0,0,1,1,2,0,0,2,2,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166193,E01008168,303,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,20,34,26,38,38,30,18,8,7,6,8,4,6,4,2,2,1,2,5,3,1,0,0,0,2,2,0,2,0,0,0,2,0,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166196,E01008168,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,14,15,19,17,29,12,11,10,16,8,7,5,4,3,2,5,1,1,0,1,2,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166198,E01008168,147,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,9,12,18,14,12,10,11,9,4,6,3,1,5,2,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E00166200,E01008168,214,3,3,2,0,1,0,2,1,5,1,1,0,0,1,2,1,0,1,1,1,1,2,0,10,6,7,3,9,2,8,0,9,9,7,6,1,6,4,1,2,2,8,4,3,8,2,2,4,3,2,6,3,4,3,4,1,4,6,3,3,1,2,0,2,0,0,2,1,1,0,1,2,0,1,2,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0
E00041401,E01008169,260,6,4,3,1,3,7,1,6,4,9,3,4,2,1,4,5,2,5,4,1,1,2,2,4,1,10,6,9,6,8,5,4,4,6,8,6,1,3,4,3,2,4,7,5,1,3,3,1,0,3,2,2,3,3,2,5,2,4,4,5,3,0,2,2,1,3,2,1,2,2,1,2,0,0,1,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2
E00166201,E01008169,493,13,11,12,10,14,14,12,12,17,16,7,12,10,19,11,14,13,10,16,12,3,5,2,6,4,6,2,6,4,5,4,2,2,2,6,3,5,8,4,5,7,6,6,13,4,4,4,4,3,4,4,6,1,6,3,4,6,4,4,3,4,5,7,4,4,2,6,3,5,3,2,2,0,4,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
